track_name,track_number,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,album_type,track_duration_min
Homicide (feat. Eminem),2,66,1,71,6141719,16,0,4.08
I Don't Care (with Justin Bieber),1,74,0,88,122773292,1,2,3.66
Those Eyes,1,2,0,68,626941,1,2,3.67
Tom's Diner,18,0,0,59,554960,38,1,3.8
Why Why Why Why Why,4,69,0,62,580473,14,0,3.97
Where's My Love,4,80,0,71,970736,12,0,3.36
you were good to me,1,68,0,65,2359204,5,2,3.65
If I Can't Have You,1,65,0,81,45700057,1,2,3.18
Three Trees,1,35,0,39,53247,1,2,3.08
Truth Hurts,13,55,1,68,5739313,14,0,2.88
Mine,1,56,0,60,460982,1,2,2.65
Maiden Voyage - Original Game Soundtrack,1,42,0,41,95832,1,2,2.64
Mice,2,48,0,57,356342,12,0,4.07
When I Lie (Remix) (feat. Ty Dolla $ign),10,36,1,82,15684530,14,0,3.22
When You Love Someone,2,67,0,58,1368895,12,0,3.6
Vanilla Baby,6,53,0,57,356342,12,0,4.25
Hurt,2,34,1,67,2583984,2,2,2.41
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),1,69,1,74,15121684,1,2,2.73
lowkey,1,2,1,76,8642338,1,2,2.85
Too Much,8,24,0,40,149030,13,0,2.29
Truth Hurts,13,70,1,68,5739313,16,0,2.88
Atlantic,11,23,0,40,149033,13,0,3.22
Black Madonna,3,62,0,73,4298554,13,0,3.77
Poor Fake,7,35,0,40,149033,13,0,4.68
Pushin Against the Wind,2,27,0,40,149030,13,0,3.73
Rebel,1,29,0,40,149035,13,0,3.73
Sick Of You,2,57,1,51,63363,4,2,2.75
I'm Not In Love,9,51,0,40,149030,13,0,6.9
Juice,3,66,1,68,5738825,11,0,3.25
Why Knock For You,5,24,0,40,149035,13,0,4.01
Days Gone,1,40,0,29,6065,25,1,3.68
Due West,3,37,0,40,149030,13,0,4.18
Foreign Car,6,26,0,40,149033,13,0,3.29
Good as Hell,15,68,0,68,5739313,16,0,2.66
"Audio (feat. Sia, Diplo, and Labrinth)",4,60,0,82,30541347,10,0,3.4
Boy With Luv (feat. Halsey),2,76,0,85,81181104,7,0,3.82
Numb,1,68,0,69,2325598,1,2,3.65
"Thunderclouds (feat. Sia, Diplo, and Labrinth)",5,67,0,82,30545962,10,0,3.11
USAliens,8,14,0,43,301499,12,0,1.68
"Genius (feat. Sia, Diplo, and Labrinth) - Lil Wayne Remix",10,51,0,82,30545962,10,0,2.71
Girls & Boys,2,38,1,43,301499,12,0,2.08
Keisha & Becky - Remix,1,59,1,60,1038396,2,2,4.21
Sapphire,4,36,0,32,12270,12,0,3.19
Don't Preach to Me,3,57,1,40,38718,5,2,3.14
Andromeda,2,65,0,56,561316,10,0,4.66
Better,4,54,1,82,16945182,17,0,3.82
Talk (feat. Disclosure),5,71,0,82,16946293,17,0,3.29
Wannabe,1,0,0,46,102423,1,2,3.62
Crazy Girl - Single Version,8,40,0,58,888564,27,1,3.36
listen before i go,12,75,0,90,118692183,14,0,4.04
my strange addiction,9,74,0,90,118692183,14,0,2.99
!!!!!!!,1,17,0,90,118692183,14,0,0.22
8,8,66,0,90,118692183,14,0,2.88
all the good girls go to hell,5,72,0,90,118728633,14,0,2.81
bad guy,2,82,0,90,118692183,14,0,3.23
bury a friend,10,75,0,90,118728633,14,0,3.21
goodbye,14,67,0,90,118692183,14,0,1.99
i love you,13,82,0,90,118692183,14,0,4.86
ilomilo,11,74,0,90,118692183,14,0,2.6
when the party's over,7,85,0,90,118760311,14,0,3.26
wish you were gay,6,73,0,90,118692183,14,0,3.69
xanny,3,70,0,90,118728633,14,0,4.06
you should see me in a crown,4,75,0,90,118692183,14,0,3.01
The Rising of the Shield Hero,1,38,0,52,84908,25,0,4.48
Resonance of Church,3,24,0,52,84908,25,0,2.52
Kansas,11,35,0,52,84887,25,0,1.63
Campbell 1-1,6,20,0,52,84929,25,0,2.12
Cartwheel,14,25,0,52,84908,25,0,2.04
Flowers,1,35,0,39,53247,1,2,3.2
Daddy,2,21,0,16,21333,13,0,3.65
Dead of Night,1,58,0,54,467896,12,0,3.98
Are You Bored Yet? (feat. Clairo),4,76,0,67,3002443,11,0,2.96
Be Alright,6,77,1,75,4155089,12,0,3.27
Waves,5,75,0,75,4153847,12,0,4.0
Half A Man,12,76,0,75,4156314,12,0,2.98
In The End - Mellen Gi Remix,2,69,0,64,351526,3,2,3.63
Remember When,9,69,0,67,3002443,11,0,2.58
Borderlands 2 - This Ain't No Place For No Hero ( Short Change Hero) - Main Theme,1,48,0,60,309996,1,2,3.94
On My Way,1,73,1,78,41268567,1,2,3.22
Next,1,52,1,46,56712,1,2,2.95
Pas De Deux,29,0,0,35,12855,32,0,2.86
"Superman March - From ""Superman"" / Live at Walt Disney Concert Hall, Los Angeles / 2019",19,21,0,70,1605047,19,1,4.42
The Bones,12,66,0,67,888857,16,0,3.28
Lost in the Fire (feat. The Weeknd),3,80,1,70,1264476,10,0,3.36
Robbery,8,3,1,85,42565036,22,0,4.0
He Yama Yo,9,46,0,42,76718,10,0,8.89
Western Canyon,7,31,0,30,5450,14,0,2.6
Arcade,1,75,0,63,727635,1,2,3.06
I,1,66,1,64,5287479,14,0,3.03
Sucker,1,2,0,75,7761454,1,2,3.01
Suge,2,67,1,77,12954295,13,0,2.72
The Dragon Prince – Main Title,1,26,0,33,6483,33,0,0.57
Apex Legends: Main Theme,1,35,0,38,15447,5,2,2.66
Legacy (feat. Travis Scott & 21 Savage),11,61,1,77,5610584,16,0,4.08
Night Drive,1,55,1,37,19984,1,2,2.95
Nights Like This (feat. Ty Dolla $ign),6,75,1,78,8661889,9,0,3.36
Red Room,15,59,1,77,5608618,16,0,4.02
Richard Millie Plain,5,61,1,85,10342615,16,0,3.33
Speed It Up,10,48,1,85,10348240,16,0,2.98
Please Me,1,79,1,81,25956015,1,2,3.34
Simple,3,66,0,70,5588772,19,0,3.08
The Day That Wasn’t,9,20,0,42,35140,15,0,3.39
The Umbrella Academy,4,27,0,42,35136,15,0,5.29
Dancing With A Stranger (With Normani) - Acoustic,1,55,0,81,26272346,1,2,3.12
Homecoming,5,21,0,42,35136,15,0,1.84
Klaus,6,19,0,42,35139,15,0,2.36
Lethal,1,38,0,23,1914,1,2,2.0
Moral of the Story,1,72,1,69,2554758,1,2,3.35
make up,7,61,1,90,107389514,12,0,2.34
NASA,3,64,0,90,107374593,12,0,3.03
needy,2,77,1,90,107418606,12,0,2.85
Opening Night,1,27,0,54,170169,9,0,1.66
"thank u, next",11,81,1,90,107389514,12,0,3.45
imagine,1,69,1,90,107401919,12,0,3.53
in my head,9,68,1,90,107374593,12,0,3.71
Crazy Girls,1,64,1,46,128149,1,2,3.24
fake smile,5,63,1,90,107374593,12,0,3.48
ghostin,8,70,0,90,107418606,12,0,4.52
7 rings,10,84,1,90,107401919,12,0,2.97
As the World Turns,2,30,0,54,170169,9,0,3.19
bad idea,6,66,0,90,107389514,12,0,4.45
bloodline,4,78,1,90,107389514,12,0,3.61
"break up with your girlfriend, i'm bored",12,74,1,90,107374593,12,0,3.17
Talk,1,63,0,82,16943442,1,2,3.29
The House of the Rising Sun,1,57,0,65,2646110,35,1,4.49
Third Date,8,0,0,64,301316,18,0,6.8
Once There Were Dragons,16,0,0,63,301146,18,0,5.75
Despacito,9,80,0,73,10981084,15,0,3.82
Échame La Culpa,7,73,0,73,10981084,15,0,2.89
DEVILISH,4,59,1,79,10465301,6,2,2.87
What A Time (feat. Niall Horan),6,73,0,69,5292781,6,2,2.88
MIDDLE CHILD,1,76,1,82,27069939,1,2,3.55
blue,1,32,0,14,1502,1,2,2.08
Don't Call Me Up,1,71,0,62,2041565,15,0,2.97
Fine Line,3,53,1,61,2041575,15,0,3.52
Help with the Russians,18,19,0,50,88407,21,0,1.34
a dream is a wish your heart makes,4,48,0,71,4308713,20,0,2.08
a dream is a wish your heart makes (sing-a-long),14,37,0,71,4307803,20,0,2.08
a thousand years (lullaby),9,49,0,71,4307803,20,0,2.85
a thousand years (lullaby) [sing-a-long],19,38,0,71,4307803,20,0,2.85
remember me,7,51,0,71,4308713,20,0,0.99
remember me (sing-a-long),17,36,0,71,4307803,20,0,0.98
stay awake,10,43,0,71,4307803,20,0,1.08
stay awake (sing-a-long),20,35,0,71,4307803,20,0,1.07
you are my sunshine,1,75,0,71,4307803,20,0,1.37
you are my sunshine (sing-a-long),11,37,0,71,4307803,20,0,1.3
you mean the whole wide world to me,3,43,0,71,4307803,20,0,1.81
you mean the whole wide world to me (sing-a-long),13,36,0,71,4307803,20,0,1.81
you've got a friend in me,8,43,0,71,4308239,20,0,1.66
you've got a friend in me (sing-a-long),18,33,0,71,4308239,20,0,1.66
dream a little dream of me,6,43,0,71,4307803,20,0,1.43
dream a little dream of me (sing-a-long),16,34,0,71,4307803,20,0,1.43
til there was you,2,49,0,71,4307803,20,0,2.12
til there was you (sing-a-long),12,36,0,71,4308713,20,0,2.12
tonight you belong to me (feat. Paul & Carmella Costabile),5,45,0,71,4307803,20,0,1.43
tonight you belong to me (sing-a-long),15,35,0,71,4308713,20,0,1.32
"i hate u, i love u (feat. olivia o'brien)",12,51,1,58,1588874,13,0,4.18
Dancing With A Stranger (with Normani),1,73,0,81,26275803,1,2,2.85
Dust on The Road,1,23,0,24,2785,1,2,2.4
WHEN I WAS OLDER - Music Inspired By The Film ROMA,1,61,0,90,118692183,1,2,4.5
Sunday Best,7,4,0,61,983406,10,0,2.64
Unshaken,1,57,0,69,1429201,1,2,3.87
Rise,2,51,0,52,146763,11,0,3.91
a lot,1,78,1,84,23799771,15,0,4.81
Back to Life - 80s Remix,2,39,0,66,8862427,2,2,3.23
Look Back at It,11,76,1,77,8987309,20,0,2.99
Slime Belief,2,67,1,84,14936207,12,0,3.21
Scared of the Dark (feat. XXXTENTACION),11,70,0,86,17928214,13,1,3.88
Let Go,10,59,0,41,21939,13,1,2.96
Numb,1,45,0,45,470367,1,2,2.23
ZEZE (feat. Travis Scott & Offset),5,77,1,79,12471348,16,0,3.81
Sunflower - Spider-Man: Into the Spider-Verse,2,81,0,85,47716988,13,1,2.63
Way Up,3,57,0,63,1943829,13,1,2.56
Gnarly (feat. Lil Pump),4,52,1,79,12471348,16,0,3.1
Home,13,55,0,65,2030506,13,1,3.52
Darkside,11,73,0,78,41264069,15,0,3.52
Dusk Till Dawn (feat. Sia) - Radio Edit,29,81,0,77,24105967,29,0,3.98
Faded,15,79,0,78,41268567,15,0,3.53
Lucid Dreams,3,82,1,85,42551578,17,0,3.99
Eastside (with Halsey & Khalid),1,76,0,72,1626627,7,0,2.84
Hymn for the Weekend - Live in Buenos Aires,13,44,0,88,60818952,24,0,5.04
Wait a Minute!,7,33,0,68,2981715,25,1,3.27
Wake Up in the Sky,11,75,1,76,5987438,18,0,3.38
Moment Of Respite,3,33,0,52,24104,28,0,2.77
Hela,13,37,0,37,6444,13,0,4.26
Dillion,9,30,0,37,6438,13,0,2.7
Faucet Failure,11,67,1,68,6052038,13,0,2.42
Symphony (feat. Zara Larsson),1,78,0,74,5973844,16,0,3.54
Pure Cocaine,2,78,1,84,21644763,13,0,2.56
Rockabye (feat. Sean Paul & Anne-Marie),4,78,0,74,5975530,16,0,4.18
Solo (feat. Demi Lovato),3,70,0,74,5974740,16,0,3.71
Going Bad (feat. Drake),9,73,1,72,8277770,19,0,3.0
Love It If We Made It,5,66,1,76,7959873,15,0,4.21
Nothing Breaks Like a Heart (feat. Miley Cyrus),1,70,0,74,1294030,1,2,3.62
Nuketown (feat. Juice WRLD),2,69,1,68,6051989,13,0,2.77
Out Of Love,11,64,0,72,12274759,15,0,3.79
Let You Love Me,2,50,0,68,8411391,16,0,3.16
"Hey, Soul Sister",18,43,0,70,4516207,38,1,3.61
Anywhere,1,42,0,68,8411212,16,0,3.59
we fell in love in october,1,3,0,73,8765920,2,2,3.06
we fell in love in october,1,87,0,73,8765920,3,2,3.06
Sundress,1,79,1,82,17333176,1,2,2.63
Spice,3,56,0,73,1205664,6,2,2.35
Woman Like Me (feat. Nicki Minaj),2,63,1,71,12326751,18,0,3.82
Would I,1,38,0,62,2046864,1,2,2.88
Water Fountain,2,71,0,72,5576552,12,0,3.64
Let Me Down Slowly,4,81,0,72,5576552,12,0,2.82
Lookalike,5,62,0,79,12430671,5,2,3.68
If We Have Each Other,1,75,0,72,5577631,12,0,3.02
I Put a Spell on You,1,50,0,32,3581,1,2,2.74
IDGAF,9,57,1,82,15684530,13,0,3.57
Perfect Strangers,2,76,0,72,3877645,15,0,3.27
Rise,3,69,0,72,3877733,15,0,3.24
Runaway,2,68,1,82,15684530,13,0,3.21
Sex with My Ex,3,62,1,82,15695162,13,0,3.56
Social Climb,3,51,0,57,1105908,6,2,2.94
Do It All The Time,6,36,0,57,1105853,6,2,2.79
Do It For Me,1,62,0,51,164492,1,2,3.38
Fast Car,5,73,0,72,3877733,15,0,3.54
1400 / 999 Freestyle,13,2,1,80,11010665,16,0,2.93
16 Lines,6,67,1,82,15695162,13,0,4.08
Absinthe,5,56,0,57,1105908,6,2,3.06
Bad Liar,5,80,0,85,58364373,15,0,4.34
Be Like You (feat. Broods),7,40,0,62,325011,8,0,2.69
Bleed Magic,4,36,0,57,1105908,6,2,3.39
Choke,2,37,0,57,1105899,6,2,3.26
Mama,4,71,0,72,3877638,15,0,3.06
Natural,1,80,0,85,58375520,15,0,3.15
Older,1,68,0,66,1757724,1,2,3.18
On My Own,1,32,0,28,7683,4,2,3.44
White Girl,10,59,1,82,15684530,13,0,3.35
Taste,2,38,1,28,7683,4,2,4.24
Someone You Loved,3,68,0,79,14045780,4,2,3.03
Space Cadet (feat. Gunna),5,76,1,84,11679132,26,0,3.38
Valleys,4,38,0,36,41817,9,0,4.14
Dreamcatcher (feat. Swae Lee & Travis Scott),4,62,1,84,11683338,26,0,3.53
10 Freaky Girls (with 21 Savage),6,71,1,84,11679132,26,0,3.47
Moonlight Ride,2,0,0,46,70176,2,2,4.82
"thank u, next",1,22,1,90,107401919,1,2,3.45
Stuck with Me,14,60,0,83,21591569,21,0,4.3
Void,6,69,0,83,21598900,21,0,3.39
Nervous,19,75,0,83,21598900,21,0,4.08
Noise,17,51,0,83,21591569,21,0,3.34
Heaven,18,53,0,83,21606569,21,0,3.42
Paradise,12,55,0,83,21606569,21,0,3.49
Reflections,10,83,0,83,21598900,21,0,4.06
Roll Call,7,50,0,83,21606569,21,0,4.17
Scary Love,4,63,0,83,21591569,21,0,3.71
Softcore,5,85,0,83,21606569,21,0,3.43
Beat Take 1 (feat. Ghostface Killah),13,46,0,83,21598900,21,0,3.46
Beautiful Oblivion (feat. IDK),21,45,1,83,21606569,21,0,4.38
Black Magic Woman,1,0,0,28,3745,1,2,3.12
Blue,11,56,0,83,21591569,21,0,3.16
You Get Me So High,9,80,0,83,21591569,21,0,2.55
Compass,16,66,0,83,21591569,21,0,2.79
Copines,4,74,0,70,5545344,13,0,2.86
Dust,1,49,1,83,21591569,21,0,3.48
Flowers,15,49,0,83,21591569,21,0,3.29
Snowman,3,77,0,82,30541347,13,0,2.76
Play Destroy,13,50,0,66,1685009,14,0,3.08
Stone Island,1,46,1,42,265664,1,2,2.71
Time Is Up,6,43,0,66,1686734,14,0,3.49
Am I A Girl?,12,44,0,66,1685958,14,0,3.63
Blackbird,3,43,0,40,51609,9,0,3.24
SLOW DANCING IN THE DARK,2,86,1,81,10645550,12,0,3.48
Suspirium,3,56,0,57,1215070,25,0,3.36
Unmade,13,52,0,57,1215070,25,0,4.45
I Want It,2,59,0,67,2177376,2,2,2.32
Money,1,70,1,81,25953771,1,2,3.05
New Rules,10,46,0,85,46891061,25,0,3.48
Karma - Sped Up,1,0,0,76,8011254,1,2,2.69
Be the One,4,47,0,85,46891061,25,0,3.38
Beautiful Wreck,10,38,0,68,1465450,14,0,3.82
Crybaby,7,0,0,55,575297,10,0,3.18
Girls Need Love (with Drake) - Remix,13,78,1,76,8013600,13,0,3.7
Better,6,70,0,82,16946293,7,0,3.82
3 Nights,1,73,0,74,2222327,8,0,2.96
Boo'd Up,8,65,0,69,6191529,16,0,3.98
Nightmares,2,24,0,52,1677266,4,2,2.4
The Landing,31,47,0,60,196577,37,0,5.53
Trip,13,73,0,69,6192505,16,0,3.56
G.O.A.T.,10,48,0,58,1338329,10,0,3.59
MIA (feat. Drake),1,6,0,95,102536542,1,2,3.5
ZEZE (feat. Travis Scott & Offset),1,50,0,79,12474509,1,2,3.81
Get You The Moon (feat. Snøw),1,74,0,61,898530,1,2,2.98
Close Friends (Lil Baby & Gunna),11,73,1,84,21650642,13,0,3.39
Deep End (Lil Baby & Gunna),4,50,1,84,21656185,13,0,2.91
Drip Too Hard (Lil Baby & Gunna),12,79,1,84,21644763,13,0,2.42
Falling,1,67,0,59,927530,1,2,2.65
Felt Like Playing Guitar And Not Singing,4,42,0,67,2177177,8,0,3.14
Woman,4,36,0,53,793083,11,0,4.84
World Is Yours (Lil Baby & Gunna),5,49,1,85,10342615,13,0,2.61
Hurt People,5,51,1,67,2177177,8,0,3.23
I Am (Lil Baby & Gunna),7,60,1,84,21644763,13,0,2.41
I Feel Like I'm Drowning,3,76,0,67,2177177,8,0,3.09
Iris,5,70,0,63,940759,10,0,3.63
Jumpsuit,1,68,0,83,25759662,14,0,3.97
KICK (feat. 6ix9ine),1,33,1,45,71773,1,2,2.73
Always Remember Us This Way,9,84,0,88,42256604,19,0,3.5
Belly (Lil Baby & Gunna),3,54,1,84,21644763,13,0,3.19
Business Is Business (Lil Baby & Gunna),2,61,1,84,21662596,13,0,2.7
Chlorine,5,76,0,83,25759662,14,0,5.4
Legend of the Eagle Bearer (Main Theme),1,47,0,44,12450,56,0,3.89
Mo Bamba,9,73,1,63,1781959,14,0,3.06
My Jeans (Lil Baby & Gunna feat. Young Thug),9,48,1,84,21656185,13,0,3.27
"Never Recover (Lil Baby & Gunna, Drake)",13,72,1,84,21656185,13,0,3.24
Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),1,57,1,84,21644763,13,0,3.12
Style Stealer (Lil Baby & Gunna),10,47,1,85,10342615,13,0,3.08
Underdog (Lil Baby & Gunna),6,49,1,84,21644763,13,0,3.53
Sakura,4,40,0,63,939535,10,0,3.87
Seals Pills (Lil Baby & Gunna),8,47,1,84,21644763,13,0,2.93
Shallow,12,84,0,88,42237551,34,0,3.59
Without Me,1,6,1,80,22397897,1,2,3.36
Funeral,3,62,0,76,3007903,13,0,3.87
"Hearthstone Main Theme / Pull Up A Chair (From ""Hearthstone: Heroes of Warcraft"")",1,0,0,35,24497,10,0,1.8
"The Hanging Tree (From ""The Hunger Games: Mockingjay, Pt. 1"")",6,0,0,35,24505,10,0,3.08
"Warbringers: Jaina - Daughter of the Sea (From ""World of Warcraft: Battle for Azeroth"")",2,0,0,35,24501,10,0,2.68
Sweet Lovin' - Radio Edit,11,60,0,64,1581188,16,0,3.37
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,71,1,77,9277034,1,2,3.54
Soft Universe,7,58,0,72,4697897,8,0,3.99
Brother,10,71,0,66,3183814,12,0,3.38
Onepiece - Overtaken - Main Theme,1,48,0,60,310339,1,2,2.0
"Onepiece - The Very, Very, Very Strongest - Main Theme",1,42,0,60,309996,1,2,1.99
Let You Love Me,1,56,0,68,8411391,1,2,3.16
Undo,2,0,0,39,219681,7,0,3.86
Venom - Music From The Motion Picture,1,67,1,88,104539036,1,2,4.49
RAP DEVIL,4,53,1,78,5642365,9,0,4.69
Spider-Man,1,48,0,47,52337,27,0,3.44
Sand,7,19,0,60,313622,15,0,2.04
Say My Name,5,66,0,87,27143729,27,0,3.31
Like I Do,8,47,0,87,27139342,27,0,3.35
Mandy Love Theme,3,39,0,60,313511,15,0,4.64
Memories,14,21,0,60,313511,15,0,2.57
Death and Ashes,6,26,0,60,313556,15,0,4.64
Forging the Beast,9,25,0,60,313511,15,0,1.77
Wake Up in the Sky,1,71,1,76,5985945,1,2,3.41
Waste,11,17,0,60,313511,15,0,2.92
Love Someone,1,60,0,69,2948318,1,2,3.42
You Say,5,74,0,67,3134316,13,0,4.57
На Дне,1,54,0,61,1581975,9,0,4.12
I Love It (& Lil Pump),1,67,1,89,31038851,1,2,2.13
Carrollton,12,63,1,83,8957416,14,0,3.39
Never Fight A Man With A Perm,2,24,1,57,837063,12,0,3.81
REMEDY,1,62,0,72,4034129,1,2,3.17
I'm Scum,3,20,0,57,837346,12,0,3.16
Dance To This (feat. Ariana Grande),6,64,0,72,9462835,10,0,3.86
Wish,8,32,0,39,132370,10,0,5.26
Magic Shop,1,61,0,85,81181104,26,0,4.59
MIC Drop,6,57,0,85,81189603,26,0,3.96
MIC Drop (Steve Aoki Remix) (Full Length Edition),9,69,0,85,81189603,26,0,5.12
Airplane pt.2,3,57,0,85,81197976,26,0,3.64
Anpanman,5,59,0,85,81197976,26,0,3.88
Answer : Love Myself,16,63,0,85,81181104,26,0,4.18
Bad Boy (feat. Luana Kiara),1,62,0,50,413516,1,2,3.17
Best Of Me,2,57,0,85,81181104,26,0,3.78
Tear,12,51,0,85,81181104,26,0,4.74
The Truth Untold,10,59,0,85,81189603,26,0,4.03
Trivia 承 : Love,6,57,0,85,81189603,26,0,3.76
Trivia 起 : Just Dance,2,60,0,85,81181104,26,0,3.75
Trivia 轉 : Seesaw,11,64,0,85,81197976,26,0,4.1
Dimple,5,61,0,85,81189603,26,0,3.27
DNA,4,68,0,85,81189603,26,0,3.71
DNA (Pedal 2 LA Mix),7,49,0,85,81189603,26,0,4.12
Epiphany,13,67,0,85,81189603,26,0,4.0
Euphoria,1,72,0,85,81189603,26,0,3.81
FAKE LOVE,9,60,0,85,81181104,26,0,4.03
FAKE LOVE (Rocking Vibe Mix),8,52,0,85,81181104,26,0,3.97
Serendipity (Full Length Edition),3,66,0,85,81181104,26,0,4.61
Singularity,8,60,0,85,81197976,26,0,3.28
Go Go,4,58,0,85,81181104,26,0,3.92
Her,7,52,0,85,81197976,26,0,3.81
I'm Fine,14,64,0,85,81181104,26,0,4.0
IDOL,10,57,0,85,81181104,26,0,4.33
God is a woman,5,77,1,90,107389514,15,0,3.29
Happier,1,81,0,80,34476607,1,2,3.57
better off,12,65,1,90,107389514,15,0,2.85
Break Up in the End,5,59,0,64,2565642,12,0,3.32
breathin,9,71,1,90,107401919,15,0,3.3
Celoso,1,69,0,56,1734183,1,2,2.99
no tears left to cry,10,79,0,90,107401919,15,0,3.43
Nobody,9,0,0,78,11034315,14,0,3.22
Promises (with Sam Smith),1,70,0,84,23079295,1,2,3.55
Sweet but Psycho,1,6,0,77,7753423,1,2,3.12
Two Slow Dancers,14,58,0,78,11034315,14,0,3.98
Washing Machine Heart,12,82,0,78,11037265,14,0,2.13
everytime,8,74,1,90,107389514,15,0,2.86
Real Friends,1,46,0,78,35579266,1,2,3.72
REEL IT IN,3,65,1,64,2022764,13,0,2.02
Messages From Her,8,46,0,59,1719561,8,0,4.83
Main Theme - Ron,21,29,0,49,46464,23,0,1.38
4am,1,0,1,73,8765920,1,2,1.84
Bed (feat. Ariana Grande),6,61,1,84,34297934,19,0,3.15
Wish (feat. Trippie Redd) - Trippie Mix,3,82,1,77,2812821,14,0,2.94
Ron Meets FBI Agent,8,24,0,49,46586,23,0,1.92
Dark Knight Dummo,9,2,1,80,11004914,14,0,4.26
Warbringers: Jaina,1,1,0,45,17684,3,2,4.13
WAKE UP,8,64,1,89,41107596,17,0,3.86
5% TINT,9,74,1,89,41119579,17,0,3.26
ASTROTHUNDER,11,77,1,89,41107596,17,0,2.38
BUTTERFLY EFFECT,15,81,0,89,41119579,17,0,3.17
CAN'T SAY,13,77,1,89,41119579,17,0,3.3
CAROUSEL,2,63,1,89,41107596,17,0,3.0
Murder on My Mind,13,76,1,71,12752220,15,0,4.47
NC-17,10,62,1,89,41119579,17,0,2.61
NO BYSTANDERS,6,70,1,89,41119579,17,0,3.63
HOUSTONFORNICATION,16,67,1,89,41131037,17,0,3.63
COFFEE BEAN,17,67,1,89,41119579,17,0,3.48
WHO? WHAT!,14,67,1,89,41107596,17,0,2.94
YOSEMITE,12,77,0,89,41119579,17,0,2.5
R.I.P. SCREW,4,64,1,89,41107596,17,0,3.09
Self Care,5,74,1,81,12173714,13,0,5.75
SICKO MODE,3,82,1,89,41119579,17,0,5.21
SKELETONS,7,76,1,89,41131037,17,0,2.42
STARGAZING,1,73,1,89,41107596,17,0,4.51
STOP TRYING TO BE GOD,5,66,1,89,41107596,17,0,5.64
Beautiful (feat. Camila Cabello),1,72,0,66,5506553,1,2,3.0
No Brainer,1,60,1,73,12341870,1,2,4.33
Flicker 2.0,1,22,0,8,853,1,2,3.8
Red Roses - LIOHN's Tokyo Drift Remix,1,37,1,64,5287445,1,2,3.72
Tear Me To Pieces,4,33,1,48,264497,12,0,3.43
Jealous Sea,5,39,0,48,264519,12,0,4.69
The Cliftlands,16,32,0,47,21109,85,0,3.05
The Gold - Phoebe Bridgers Version,1,71,0,60,638973,1,2,3.88
"My Life is Going On - Alok, Jetlag Music, Hot-Q & Wadd Remix",2,3,0,45,74230,2,2,3.87
Eastside (with Halsey & Khalid),1,71,0,73,1628440,1,2,2.89
Sesame Syrup,2,12,0,84,17380777,2,2,5.05
vacation bible school,3,0,1,0,127548,7,0,4.86
Summer Games,2,64,0,95,103067383,25,0,4.13
Survival,1,58,1,95,103039388,25,0,2.26
Talk Up (feat. Jay-Z),11,55,1,95,103067383,25,0,3.72
That’s How You Feel,7,65,1,95,103094105,25,0,2.62
Don’t Matter To Me (with Michael Jackson),10,71,0,95,103126025,25,0,4.09
Elevate,3,59,1,95,103039388,25,0,3.08
Emotionless,4,66,1,95,103039388,25,0,5.03
Final Fantasy,12,54,1,95,103067383,25,0,3.66
Finesse,5,74,0,95,103067383,25,0,3.03
March 14,13,52,1,95,103067383,25,0,5.15
Mob Ties,8,66,1,95,103067383,25,0,3.41
Nice For What,4,77,1,95,103094105,25,0,3.51
No Lie,9,83,0,81,5276981,9,0,3.68
Nonstop,2,76,1,95,103039388,25,0,3.97
8 Out Of 10,7,63,1,95,103094105,25,0,3.26
After Dark (feat. Static Major & Ty Dolla $ign),11,57,1,95,103039388,25,0,4.82
Be Alright,1,74,1,75,4155089,1,2,3.27
Blue Tint,8,59,1,95,103039388,25,0,2.71
Can’t Take A Joke,9,65,1,95,103039388,25,0,2.73
Peak,1,62,1,95,103039388,25,0,3.43
Ratchet Happy Birthday,6,50,1,95,103039388,25,0,3.45
Sandra’s Rose,10,66,1,95,103039388,25,0,3.6
God's Plan,5,83,1,95,103094105,25,0,3.31
I'm Upset,6,63,1,95,103039388,25,0,3.57
In My Feelings,9,73,1,95,103039388,25,0,3.63
Is There More,12,55,1,95,103039388,25,0,3.78
Jaded,3,72,1,95,103094105,25,0,4.37
Marlboro Nights,1,43,0,51,137609,1,2,1.14
Meant to Be (feat. Florida Georgia Line),14,70,0,75,9837715,14,0,2.73
High Hopes,4,79,0,76,12721192,11,0,3.18
I Like It,2,44,1,81,25957976,2,2,4.22
I'm a Mess,2,70,0,75,9837715,14,0,3.25
Tequila,2,67,0,66,3203185,11,0,3.27
Dancing in the Moonlight (feat. NEIMY),1,2,0,58,97875,1,2,2.73
Passengers,1,0,0,34,24486,9,0,6.81
Speechless,7,67,0,66,3203185,11,0,3.55
Bella Ciao - Versión Lenta de la Música Original de la Serie la Casa de Papel / Money Heist,1,54,0,51,58351,1,2,1.93
Sober,1,58,0,77,27289523,1,2,3.29
Wait,3,63,0,85,45764832,22,0,3.17
What Lovers Do (feat. SZA),2,72,0,85,45771951,22,0,3.33
Ocean (feat. Khalid),1,65,0,74,15121577,1,2,3.6
Bisexual,6,0,1,48,516428,11,0,2.0
C-State,1,0,0,48,516419,11,0,3.94
